Name,Allegiances,Book of Death,Gender,Nobility,alive_book1,alive_book2,alive_book3,alive_book45
Harwood Stout,Stark,,1,1,1,1,1,1
Harys Haigh,None,,1,1,1,1,1,1
Harys Swyft,Lannister,,1,1,1,1,1,1
Henly (Maester),None,,1,0,1,1,1,1
High Sparrow,None,,1,0,1,1,1,1
Hobb,Night's Watch,,1,0,1,1,1,1
Hobber Redwyne,Tyrell,,1,1,1,1,1,1
Hod,None,,1,0,1,1,1,1
Hodor,House Stark,,1,0,1,1,1,1
Holger,None,,1,0,1,1,1,1
Hop-Robin,Night's Watch,,1,0,1,1,1,1
Horas Redwyne,Tyrell,,1,1,1,1,1,1
Horton Redfort,Arryn,,1,1,1,1,1,1
Hosteen Frey,None,,1,1,1,1,1,1
Hot Pie,None,,1,0,1,1,1,1
Hother Umber,Stark,,1,1,1,1,1,1
Howd Wanderer,Wildling,,1,1,1,1,1,1
Hugo Vance,Tully,,1,1,1,1,1,1
Humfrey Swyft,Lannister,,1,1,1,1,1,1
Husband,None,,1,0,1,1,1,1
Illyrio Mopatis,House Targaryen,,1,1,1,1,1,1
Ilyn Payne,Lannister,,1,1,1,1,1,1
Iron Emmett,Night's Watch,,1,0,1,1,1,1
Irri,House Targaryen,,0,0,1,1,1,1
Ithoke,None,,1,0,1,1,1,1
Jack-Be-Lucky,None,,1,0,1,1,1,1
Jacks,House Stark,,1,0,1,1,1,1
Jaggot,None,,1,0,1,1,1,1
Jaime Lannister,Lannister,,1,1,1,1,1,1
Jalabhar Xho,None,,1,1,1,1,1,1
Janna Tyrell,Tyrell,,0,1,1,1,1,1
Jaqen H'ghar,None,,1,0,1,1,1,1
Jason Mallister,Stark,,1,1,1,1,1,1
Jeren,Night's Watch,,1,0,1,1,1,1
Jeyne Poole,Stark,,0,1,1,1,1,1
Jeyne Westerling,Stark,,0,1,1,1,1,1
Jhaqo,None,,1,1,1,1,1,1
Jhezane,None,,0,1,1,1,1,1
Jhiqui,House Targaryen,,0,0,1,1,1,1
Jhogo,House Targaryen,,1,0,1,1,1,1
Jocelyn Swyft,Lannister,,0,1,1,1,1,1
Jodge,House Lannister,,1,0,1,1,1,1
Jojen Reed,Stark,,1,1,1,1,1,1
Jommy,House Baratheon,,1,0,1,1,1,1
Jon Bettley,Lannister,,1,1,1,1,1,1
Jon Connington,Targaryen,,1,1,1,1,1,1
Jon Fossoway,Baratheon,,1,1,1,1,1,1
Jon Snow,Night's Watch,,1,1,1,1,1,1
Jon Umber (Greatjon),Stark,,1,1,1,1,1,1
Jonelle Cerwyn,Stark,,0,1,1,1,1,1
Jonos Bracken,Tully,,1,1,1,1,1,1
Jorah Mormont,Targaryen,,1,1,1,1,1,1
Joseran,Greyjoy,,1,0,1,1,1,1
Joseth,House Stark,,1,0,1,1,1,1
Josmyn Peckledon,Lannister,,1,0,1,1,1,1
Joss,None,,1,0,1,1,1,1
Joss Stilwood,Lannister,,1,0,1,1,1,1
Josua Willum,Baratheon,,1,1,1,1,1,1
Jothos Slynt,Lannister,,1,1,1,1,1,1
Joyeuse Erenford,None,,0,1,1,1,1,1
Justin Massey,Baratheon,,1,1,1,1,1,1
Jynessa Blackmont,Martell,,0,1,1,1,1,1
Karyl Vance,Tully,,1,1,1,1,1,1
Kedge Whiteye,Night's Watch,,1,0,1,1,1,1
Kella,None,,0,0,1,1,1,1
Kennos of Kayce,Lannister,,1,1,1,1,1,1
Ketter,Night's Watch,,1,0,1,1,1,1
Kezmya,None,,0,1,1,1,1,1
Khorane Sathmantes,None,,1,0,1,1,1,1
Kindly man,None,,1,0,1,1,1,1
Kojja Mo,None,,0,0,1,1,1,1
Lady of the Leaves,None,,0,0,1,1,1,1
Lambert Turnberry,Lannister,,1,1,1,1,1,1
Lamprey,Baratheon,,1,0,1,1,1,1
Lancel Lannister,Lannister,,1,1,1,1,1,1
Lanna (Happy Port),None,,0,0,1,1,1,1
Larra Blackmont,Martell,,0,1,1,1,1,1
Larraq,Targaryen,,1,0,1,1,1,1
Leathers,Night's Watch,,1,0,1,1,1,1
Left Hand Lew,Night's Watch,,1,0,1,1,1,1
Lem,None,,1,0,1,1,1,1
Lennocks,None,,1,0,1,1,1,1
Lenwood Tawney,Greyjoy,,1,0,1,1,1,1
Leo Tyrell,Tyrell,,1,1,1,1,1,1
Leona Woolfield,Stark,,0,1,1,1,1,1
Leonette Fossoway,Tyrell,,0,1,1,1,1,1
Lew,House Stark,,1,0,1,1,1,1
Lewis Lanster,None,,1,0,1,1,1,1
Lewys Lydden,Lannister,,1,1,1,1,1,1
Lewys Piper,Lannister,,1,1,1,1,1,1
Lollys Stokeworth,Lannister,,0,1,1,1,1,1
Loras Tyrell,Tyrell,,1,1,1,1,1,1
Lorcas,None,,1,0,1,1,1,1
Lorent Caswell,Baratheon,,1,1,1,1,1,1
Lothar Frey,None,,1,1,1,1,1,1
Lothor Brune,None,,1,1,1,1,1,1
Lucas Codd,Greyjoy,,1,1,1,1,1,1
Lucias Vypren,None,,1,1,1,1,1,1
Luco Prestayn,None,,1,0,1,1,1,1
Luke of Longtown,Night's Watch,,1,0,1,1,1,1
Lyle Crakehall,Lannister,,1,1,1,1,1,1
Lymond Goodbrook,Tully,,1,1,1,1,1,1
Lymond Lychester,Tully,,1,1,1,1,1,1
Lyn Corbray,Arryn,,1,1,1,1,1,1
Lyonel,None,,1,0,1,1,1,1
Lysono Maar,None,,1,0,1,1,1,1
Mace Tyrell,House Tyrell,,1,1,1,1,1,1
Mad Huntsman,None,,1,0,1,1,1,1
Maege Mormont,Stark,,0,1,1,1,1,1
Mago,None,,1,0,1,1,1,1
Malliard,Lannister,,1,0,1,1,1,1
Mallor,House Lannister,,1,0,1,1,1,1
Mance Rayder,Wildling,,1,1,1,1,1,1
Marei,None,,0,0,1,1,1,1
Margaery Tyrell,House Tyrell,,0,1,1,1,1,1
Maris,Wildling,,0,0,1,1,1,1
Marissa Frey,None,,0,1,1,1,1,1
Mariya Darry,None,,0,1,1,1,1,1
Mark Mullendore,Tully,,1,1,1,1,1,1
Marlon Manderly,Stark,,1,1,1,1,1,1
Maron Volmark,Greyjoy,,1,1,1,1,1,1
Marq Piper,Tully,,1,1,1,1,1,1
Martyn Rivers,None,,1,1,1,1,1,1
Marwyn,None,,1,0,1,1,1,1
Marwyn Belmore,Arryn,,1,1,1,1,1,1
Mathis Rowan,Lannister,,1,1,1,1,1,1
Mathos Mallarawan,None,,1,1,1,1,1,1
Matrice,Baratheon,,0,0,1,1,1,1
Matthar,Night's Watch,,1,0,1,1,1,1
Mebble,None,,1,0,1,1,1,1
Meera Reed,Stark,,0,1,1,1,1,1
Megga Tyrell,House Tyrell,,0,1,1,1,1,1
Meha,Wildling,,0,0,1,1,1,1
Mela,House Arryn,,0,0,1,1,1,1
Meldred Merlyn,Greyjoy,,1,1,1,1,1,1
Meliana,Stark,,0,0,1,1,1,1
Melisandre,Baratheon,,0,0,1,1,1,1
Mellei,House Martell,,0,0,1,1,1,1
Melly,None,,0,0,1,1,1,1
Meredyth Crane,Tyrell,,0,1,1,1,1,1
Meribald,None,,1,0,1,1,1,1
Merlon Crakehall,Lannister,,1,1,1,1,1,1
Meryn Trant,Lannister,,1,1,1,1,1,1
Mezzara,None,,0,1,1,1,1,1
Miklaz,None,,1,1,1,1,1,1
Missandei,House Targaryen,,0,0,1,1,1,1
Mollander,None,,1,0,1,1,1,1
Monster,Wildling,,1,0,1,1,1,1
Moon Boy,Baratheon,,1,0,1,1,1,1
Moqorro,Greyjoy,,1,0,1,1,1,1
Mord,House Arryn,,1,0,1,1,1,1
Moreo Tumitis,None,,1,0,1,1,1,1
Morgarth,None,,1,0,1,1,1,1
Morna White Mask,Wildling,,0,1,1,1,1,1
Moro,None,,1,1,1,1,1,1
Morra,House Martell,,0,0,1,1,1,1
Morros Slynt,Lannister,,1,1,1,1,1,1
Mors Manwoody,Martell,,1,1,1,1,1,1
Mors Umber,Stark,,1,1,1,1,1,1
Morton Waynwood,Arryn,,1,1,1,1,1,1
Mully,Night's Watch,,1,0,1,1,1,1
Munciter,Lannister,,1,0,1,1,1,1
Murch,Night's Watch,,1,0,1,1,1,1
Murch (Winterfell),House Stark,,1,0,1,1,1,1
Murenmure,Greyjoy,,1,0,1,1,1,1
Mya Stone,Arryn,,0,0,1,1,1,1
Myles,House Martell,,1,0,1,1,1,1
Myles Manwoody,Martell,,1,1,1,1,1,1
Myranda Royce,Arryn,,0,1,1,1,1,1
Myrcella Baratheon,Lannister,,0,1,1,1,1,1
Myria Jordayne,Martell,,0,0,1,1,1,1
Nage,None,,1,0,1,1,1,1
Nan,House Stark,,0,0,1,1,1,1
Narbert,None,,1,0,1,1,1,1
Nestor Royce,Arryn,,1,1,1,1,1,1
Norjen,Greyjoy,,1,0,1,1,1,1
Notch,None,,1,0,1,1,1,1
Nute,House Greyjoy,,1,0,1,1,1,1
Nymella Toland,Martell,,0,1,1,1,1,1
Nymeria Sand,House Martell,,0,1,1,1,1,1
Obara Sand,House Martell,,0,1,1,1,1,1
Olenna Redwyne,Tyrell,,0,1,1,1,1,1
Olyvar Frey,None,,1,1,1,1,1,1
Ondrew Locke,Stark,,1,1,1,1,1,1
Orton Merryweather,Lannister,,1,1,1,1,1,1
Osfryd Kettleblack,Lannister,,1,1,1,1,1,1
Osha,House Stark,,0,0,1,1,1,1
Osmund Kettleblack,Lannister,,1,1,1,1,1,1
Osney Kettleblack,Lannister,,1,1,1,1,1,1
Ossy,Arryn,,1,0,1,1,1,1
Oswell Kettleblack,None,,1,1,1,1,1,1
Othell Yarwyck,Night's Watch,,1,0,1,1,1,1
Owen,Night's Watch,,1,0,1,1,1,1
Palla,House Stark,,0,0,1,1,1,1
Parmen Crane,Baratheon,,1,1,1,1,1,1
Patchface,Baratheon,,1,0,1,1,1,1
Pate (Night's Watch),Night's Watch,,1,0,1,1,1,1
Pate (Old),None,,1,0,1,1,1,1
Patrek Mallister,Tully,,1,1,1,1,1,1
Paxter Redwyne,Tyrell,,1,1,1,1,1,1
Pello,None,,1,0,1,1,1,1
Penny,None,,0,0,1,1,1,1
Perros Blackmont,Martell,,1,1,1,1,1,1
Perwyn Frey,None,,1,1,1,1,1,1
Petyr Baelish,None,,1,0,1,1,1,1
Philip Foote,Lannister,,1,1,1,1,1,1
Pia,None,,0,0,1,1,1,1
Podrick Payne,Lannister,,1,1,1,1,1,1
Pono,None,,1,1,1,1,1,1
Porridge,Baratheon,,1,0,1,1,1,1
Pyat Pree,None,,1,1,1,1,1,1
Pylos,Baratheon,,1,0,1,1,1,1
Pypar,Night's Watch,,1,0,1,1,1,1
Qarl Shepherd,Greyjoy,,1,0,1,1,1,1
Qarl the Maid,Greyjoy,,1,0,1,1,1,1
Qezza,None,,0,0,1,1,1,1
Quaithe,None,,0,1,1,1,1,1
Quellon Humble,Greyjoy,,1,1,1,1,1,1
Quent,House Stark,,1,0,1,1,1,1
Quenten Banefort,Lannister,,1,1,1,1,1,1
Quhuru Mo,None,,1,0,1,1,1,1
Qyburn,Lannister,,1,0,1,1,1,1
Rafford,None,,1,0,1,1,1,1
Ragnor Pyke,House Greyjoy,,1,0,1,1,1,1
Ragwyle,Wildling,,0,0,1,1,1,1
Rakharo,House Targaryen,,1,0,1,1,1,1
Ralf Stonehouse,Greyjoy,,1,1,1,1,1,1
Ralf the Limper,Greyjoy,,1,0,1,1,1,1
Ramsay Snow,None,,1,1,1,1,1,1
Randyll Tarly,Tyrell,,1,1,1,1,1,1
Ravella Swann,Tully,,0,1,1,1,1,1
Raymar Royce,Arryn,,1,1,1,1,1,1
Raymund Frey,None,,1,1,1,1,1,1
Reysen,Night's Watch,,1,0,1,1,1,1
Reznak mo Reznak,None,,1,1,1,1,1,1
Rhogoro,None,,1,1,1,1,1,1
Ricasso,House Martell,,1,0,1,1,1,1
Richard Horpe,Baratheon,,1,1,1,1,1,1
Rickard Ryswell,Stark,,1,1,1,1,1,1
Rickon Stark,House Stark,,1,1,1,1,1,1
Rigney,None,,1,0,1,1,1,1
Robert Arryn,House Arryn,,1,1,1,1,1,1
Robett Glover,Stark,,1,1,1,1,1,1
Robin Moreland,Lannister,,1,1,1,1,1,1
Robin Ryger,Tully,,1,1,1,1,1,1
Rodrik Harlaw,Greyjoy,,1,1,1,1,1,1
Rodrik Ryswell,None,,1,1,1,1,1,1
Roger Hogg,Lannister,,1,1,1,1,1,1
Roger Ryswell,Stark,,1,1,1,1,1,1
Roland Crakehall (Lord),Lannister,,1,1,1,1,1,1
Rolder,House Lannister,,1,0,1,1,1,1
Rolfe,Greyjoy,,1,0,1,1,1,1
Rollam Westerling,Stark,,1,1,1,1,1,1
Rolly Duckfield,Targaryen,,1,0,1,1,1,1
Rolph Spicer,Lannister,,1,1,1,1,1,1
Romny Weaver,Greyjoy,,1,1,1,1,1,1
Ronald Storm,None,,1,0,1,1,1,1
Ronnel Harclay,Night's Watch,,1,1,1,1,1,1
Ronnet Connington,Baratheon,,1,1,1,1,1,1
Roose Bolton,Stark,,1,1,1,1,1,1
Roose Ryswell,None,,1,1,1,1,1,1
Roslin Frey,None,,0,1,1,1,1,1
Rudge,Night's Watch,,1,0,1,1,1,1
Rusty Flowers,Night's Watch,,1,0,1,1,1,1
Ryger Rivers,None,,1,0,1,1,1,1
Ryk,Wildling,,1,0,1,1,1,1
Rymolf Stormdrunk,House Greyjoy,,1,0,1,1,1,1
Ryon Allyrion,Martell,,1,1,1,1,1,1
Salladhor Saan,Baratheon,,1,1,1,1,1,1
Samwell Tarly,Night's Watch,,1,1,1,1,1,1
Sansa Stark,Stark,,0,1,1,1,1,1
Sarella Sand,House Martell,,0,0,1,1,1,1
Sarra Frey,None,,0,1,1,1,1,1
Satin,Night's Watch,,1,0,1,1,1,1
Sawwood,Night's Watch,,1,0,1,1,1,1
Sedgekins,None,,1,0,1,1,1,1
Selyse Florent,Baratheon,,0,1,1,1,1,1
Serra Frey,None,,0,1,1,1,1,1
Shadrich,None,,1,0,1,1,1,1
Shagga,Lannister,,1,0,1,1,1,1
Sharna,None,,0,0,1,1,1,1
Shireen Baratheon,Baratheon,,0,1,1,1,1,1
Shirei Frey,None,,0,1,1,1,1,1
Sigfry Stonetree,Greyjoy,,1,1,1,1,1,1
Skahaz mo Kandaq,None,,1,1,1,1,1,1
Skinner,None,,1,0,1,1,1,1
Sour Alyn,None,,1,0,1,1,1,1
Spare Boot,Night's Watch,,1,0,1,1,1,1
Spotted Cat,None,,1,0,1,1,1,1
Steelskin,None,,1,0,1,1,1,1
Steffon Swyft,Lannister,,1,1,1,1,1,1
Stonesnake,Night's Watch,,1,0,1,1,1,1
Stygg,House Greyjoy,,1,0,1,1,1,1
Sybassion,None,,1,0,1,1,1,1
Sybell Spicer,Lannister,,0,1,1,1,1,1
Sybelle Glover,Stark,,0,1,1,1,1,1
Sylva Santagar,Martell,,0,1,1,1,1,1
Symon Stripeback,Targaryen,,1,0,1,1,1,1
Symond Templeton,Arryn,,1,1,1,1,1,1
Taena of Myr,Lannister,,0,1,1,1,1,1
Tal Toraq,Targaryen,,1,0,1,1,1,1
Tallad,Lannister,,1,0,1,1,1,1
Tanton Fossoway,Baratheon,,1,1,1,1,1,1
Ternesio Terys,None,,1,0,1,1,1,1
Terrance Lynderly,Arryn,,1,1,1,1,1,1
The Red Lamb,House Targaryen,,1,0,1,1,1,1
Theo Frey,None,,1,1,1,1,1,1
Theodan Wells,Stark,,1,1,1,1,1,1
Theomore Lannister,None,,1,1,1,1,1,1
Theon Greyjoy,House Greyjoy,,1,1,1,1,1,1
Thoros,None,,1,0,1,1,1,1
Three Toes,None,,1,0,1,1,1,1
Three-Tooth,Greyjoy,,0,0,1,1,1,1
Tim Tangletongue,Night's Watch,,1,0,1,1,1,1
Timett,Lannister,,1,0,1,1,1,1
Timon,Baratheon,,1,0,1,1,1,1
Tobho Mott,None,,1,0,1,1,1,1
Todder,Night's Watch,,1,0,1,1,1,1
Tom of Sevenstreams,None,,1,0,1,1,1,1
Tormund,Wildling,,1,1,1,1,1,1
Torrek,None,,1,0,1,1,1,1
Tremond Gargalen,Martell,,1,1,1,1,1,1
Tristifer Botley,Greyjoy,,1,1,1,1,1,1
Triston Sunderland,Lannister,,1,1,1,1,1,1
Tuffleberry,None,,1,0,1,1,1,1
Tumberjon,Night's Watch,,1,0,1,1,1,1
Tumco Lho,Targaryen,,1,0,1,1,1,1
Tybero Istarion,None,,1,0,1,1,1,1
Tycho Nestoris,None,,1,0,1,1,1,1
Tyene Sand,House Martell,,0,1,1,1,1,1
Tyrion Lannister,Lannister,,1,1,1,1,1,1
Tyta Frey,None,,0,1,1,1,1,1
Tytos Blackwood,Tully,,1,1,1,1,1,1
Tytos Brax,Lannister,,1,1,1,1,1,1
Ulmer,Night's Watch,,1,0,1,1,1,1
Ulwyck Uller,Martell,,1,1,1,1,1,1
Umar,None,,1,0,1,1,1,1
Umfred,None,,1,0,1,1,1,1
Unella,None,,1,0,1,1,1,1
Urswyck,None,,1,0,1,1,1,1
Utherydes Wayn,Tully,,1,0,1,1,1,1
Val,Wildling,,0,0,1,1,1,1
Varys,Targaryen,,1,0,1,1,1,1
Victarion Greyjoy,House Greyjoy,,1,1,1,1,1,1
Vylarr,House Lannister,,1,0,1,1,1,1
Vyman,Tully,,1,0,1,1,1,1
Waif,None,,0,0,1,1,1,1
Walda Rivers (daughter of Aemon),None,,0,1,1,1,1,1
Walder Frey,None,,1,1,1,1,1,1
Walder Rivers,None,,1,1,1,1,1,1
Walton,None,,1,0,1,1,1,1
Wat (orphan),None,,1,0,1,1,1,1
Wat (sailor),None,,1,0,1,1,1,1
Watty,None,,1,0,1,1,1,1
Wayn (guard),House Stark,,1,0,1,1,1,1
Weasel,None,,0,0,1,1,1,1
Weeper,Wildling,,1,1,1,1,1,1
Wendello Qar Deeth,None,,1,1,1,1,1,1
Wex Pyke,Stark,,1,0,1,1,1,1
Whalen Frey,None,,1,1,1,1,1,1
Will (orphan),None,,1,0,1,1,1,1
William Mooton,Tully,,1,1,1,1,1,1
Willis Wode,Arryn,,1,1,1,1,1,1
Willit,Lannister,,1,0,1,1,1,1
Willum,Tully,,1,0,1,1,1,1
Wulfe,House Greyjoy,,1,0,1,1,1,1
Wun Weg Wun Dar Wun,Wildling,,1,0,1,1,1,1
Wylis Manderly,Stark,,1,1,1,1,1,1
Wylla Manderly,Stark,,0,1,1,1,1,1
Wyman Manderly,Stark,,1,1,1,1,1,1
Wynafryd Manderly,Stark,,1,1,1,1,1,1
Wynton Stout,Night's Watch,,1,0,1,1,1,1
Xaro Xhoan Daxos,None,,1,1,1,1,1,1
Xhondo,None,,1,0,1,1,1,1
Yandry,House Targaryen,,1,0,1,1,1,1
Ygon Farwynd,Greyjoy,,1,1,1,1,1,1
Yohn Farwynd,Greyjoy,,1,1,1,1,1,1
Yohn Royce,Arryn,,1,1,1,1,1,1
Ysilla,House Targaryen,,1,0,1,1,1,1
Zei,Stark,,0,0,1,1,1,1
Zollo,None,,1,0,1,1,1,1
