"","Source","Target","Type","weight","book"
"650","Robert-Baratheon","Tyrion-Lannister","Undirected",18,"1"
"651","Robert-Baratheon","Tywin-Lannister","Undirected",13,"1"
"655","Rodrik-Cassel","Theon-Greyjoy","Undirected",6,"1"
"656","Rodrik-Cassel","Tyrion-Lannister","Undirected",10,"1"
"659","Sandor-Clegane","Sansa-Stark","Undirected",23,"1"
"660","Sandor-Clegane","Tyrion-Lannister","Undirected",5,"1"
"661","Sansa-Stark","Stannis-Baratheon","Undirected",3,"1"
"663","Sansa-Stark","Tyrion-Lannister","Undirected",3,"1"
"665","Shae","Tyrion-Lannister","Undirected",12,"1"
"667","Shagga","Tyrion-Lannister","Undirected",17,"1"
"669","Stannis-Baratheon","Tywin-Lannister","Undirected",4,"1"
"672","Theon-Greyjoy","Tyrion-Lannister","Undirected",3,"1"
"673","Theon-Greyjoy","Tywin-Lannister","Undirected",3,"1"
"677","Tyrion-Lannister","Tywin-Lannister","Undirected",40,"1"
"425","Aegon-I-Targaryen","Tyrion-Lannister","Undirected",3,"2"
"8","Aemon-Targaryen-(Maester-Aemon)","Jeor-Mormont","Undirected",9,"2"
"915","Aemon-Targaryen-(Maester-Aemon)","Jon-Snow","Undirected",11,"2"
"14","Aeron-Greyjoy","Theon-Greyjoy","Undirected",17,"2"
"1610","Aerys-II-Targaryen","Eddard-Stark","Undirected",5,"2"
"175","Aerys-II-Targaryen","Jaime-Lannister","Undirected",4,"2"
"1911","Aerys-II-Targaryen","Robert-Baratheon","Undirected",6,"2"
"2010","Aerys-II-Targaryen","Tyrion-Lannister","Undirected",3,"2"
"246","Aggar","Ramsay-Snow","Undirected",4,"2"
"26","Aggo","Daenerys-Targaryen","Undirected",10,"2"
"286","Aggo","Jorah-Mormont","Undirected",4,"2"
"3210","Alebelly","Bran-Stark","Undirected",7,"2"
"34","Alebelly","Jojen-Reed","Undirected",6,"2"
"366","Alester-Florent","Cortnay-Penrose","Undirected",4,"2"
"37","Alester-Florent","Davos-Seaworth","Undirected",3,"2"
"3810","Alester-Florent","Renly-Baratheon","Undirected",3,"2"
"391","Alester-Florent","Stannis-Baratheon","Undirected",5,"2"
"4510","Alliser-Thorne","Jeor-Mormont","Undirected",3,"2"
"46","Alliser-Thorne","Joffrey-Baratheon","Undirected",4,"2"
"4710","Alliser-Thorne","Jon-Snow","Undirected",3,"2"
"4810","Alliser-Thorne","Tyrion-Lannister","Undirected",8,"2"
"511","Amory-Lorch","Arya-Stark","Undirected",9,"2"
"5210","Amory-Lorch","Cersei-Lannister","Undirected",4,"2"
"5310","Amory-Lorch","Chiswyck","Undirected",4,"2"
"5410","Amory-Lorch","Dunsen","Undirected",3,"2"
"551","Amory-Lorch","Gendry","Undirected",3,"2"
"5610","Amory-Lorch","Gregor-Clegane","Undirected",7,"2"
"574","Amory-Lorch","Hot-Pie","Undirected",3,"2"
"5810","Amory-Lorch","Ilyn-Payne","Undirected",4,"2"
"5910","Amory-Lorch","Joffrey-Baratheon","Undirected",7,"2"
"601","Amory-Lorch","Meryn-Trant","Undirected",5,"2"
"6110","Amory-Lorch","Polliver","Undirected",3,"2"
"639","Amory-Lorch","Roose-Bolton","Undirected",3,"2"
"64","Amory-Lorch","Sandor-Clegane","Undirected",5,"2"
"73","Arya-Stark","Biter","Undirected",10,"2"
"744","Arya-Stark","Bran-Stark","Undirected",10,"2"
"754","Arya-Stark","Cersei-Lannister","Undirected",7,"2"
"763","Arya-Stark","Chiswyck","Undirected",8,"2"
"781","Arya-Stark","Dunsen","Undirected",3,"2"
"797","Arya-Stark","Eddard-Stark","Undirected",6,"2"
"803","Arya-Stark","Gendry","Undirected",36,"2"
"811","Arya-Stark","Gregor-Clegane","Undirected",4,"2"
"842","Arya-Stark","Hot-Pie","Undirected",51,"2"
"852","Arya-Stark","Jaime-Lannister","Undirected",3,"2"
"862","Arya-Stark","Jaqen-Hghar","Undirected",25,"2"
"87","Arya-Stark","Joffrey-Baratheon","Undirected",4,"2"
"884","Arya-Stark","Jon-Snow","Undirected",13,"2"
"901","Arya-Stark","Lommy-Greenhands","Undirected",31,"2"
"923","Arya-Stark","Polliver","Undirected",3,"2"
"951","Arya-Stark","Rickon-Stark","Undirected",5,"2"
"961","Arya-Stark","Robb-Stark","Undirected",15,"2"
"972","Arya-Stark","Robert-Baratheon","Undirected",4,"2"
"981","Arya-Stark","Roose-Bolton","Undirected",13,"2"
"100","Arya-Stark","Sansa-Stark","Undirected",20,"2"
"1021","Arya-Stark","Tyrion-Lannister","Undirected",4,"2"
"1121","Asha-Greyjoy","Balon-Greyjoy","Undirected",3,"2"
"1141","Asha-Greyjoy","Theon-Greyjoy","Undirected",35,"2"
"1201","Ballabar","Tyrion-Lannister","Undirected",12,"2"
"1211","Balon-Greyjoy","Catelyn-Stark","Undirected",3,"2"
"1232","Balon-Greyjoy","Eddard-Stark","Undirected",4,"2"
"1241","Balon-Greyjoy","Robb-Stark","Undirected",5,"2"
"1251","Balon-Greyjoy","Robert-Baratheon","Undirected",4,"2"
"126","Balon-Greyjoy","Theon-Greyjoy","Undirected",27,"2"
"128","Balon-Swann","Joffrey-Baratheon","Undirected",6,"2"
"129","Balon-Swann","Mandon-Moore","Undirected",3,"2"
"1301","Balon-Swann","Meryn-Trant","Undirected",3,"2"
"1315","Balon-Swann","Osmund-Kettleblack","Undirected",4,"2"
"1321","Balon-Swann","Tyrion-Lannister","Undirected",8,"2"
"1341","Barristan-Selmy","Cersei-Lannister","Undirected",5,"2"
"1351","Barristan-Selmy","Daenerys-Targaryen","Undirected",3,"2"
"1364","Barristan-Selmy","Joffrey-Baratheon","Undirected",7,"2"
"1371","Barristan-Selmy","Robert-Baratheon","Undirected",3,"2"
"1451","Benfred-Tallhart","Theon-Greyjoy","Undirected",7,"2"
"1511","Biter","Jaqen-Hghar","Undirected",12,"2"
"1541","Boros-Blount","Cersei-Lannister","Undirected",7,"2"
"1551","Boros-Blount","Gyles-Rosby","Undirected",5,"2"
"1561","Boros-Blount","Joffrey-Baratheon","Undirected",11,"2"
"157","Boros-Blount","Meryn-Trant","Undirected",13,"2"
"158","Boros-Blount","Sansa-Stark","Undirected",8,"2"
"161","Boros-Blount","Tyrion-Lannister","Undirected",8,"2"
"1621","Bran-Stark","Catelyn-Stark","Undirected",3,"2"
"1651","Bran-Stark","Donella-Hornwood","Undirected",5,"2"
"1661","Bran-Stark","Eddard-Stark","Undirected",4,"2"
"1681","Bran-Stark","Hodor","Undirected",59,"2"
"1701","Bran-Stark","Jojen-Reed","Undirected",47,"2"
"171","Bran-Stark","Jon-Snow","Undirected",11,"2"
"172","Bran-Stark","Luwin","Undirected",51,"2"
"1761","Bran-Stark","Osha","Undirected",30,"2"
"1783","Bran-Stark","Ramsay-Snow","Undirected",7,"2"
"1801","Bran-Stark","Rickon-Stark","Undirected",54,"2"
"1811","Bran-Stark","Robb-Stark","Undirected",28,"2"
"1822","Bran-Stark","Rodrik-Cassel","Undirected",34,"2"
"1831","Bran-Stark","Sansa-Stark","Undirected",5,"2"
"1852","Bran-Stark","Theon-Greyjoy","Undirected",24,"2"
"189","Brienne-of-Tarth","Catelyn-Stark","Undirected",36,"2"
"190","Brienne-of-Tarth","Edmure-Tully","Undirected",3,"2"
"1921","Brienne-of-Tarth","Jaime-Lannister","Undirected",3,"2"
"1931","Brienne-of-Tarth","Renly-Baratheon","Undirected",28,"2"
"1952","Brienne-of-Tarth","Robert-Baratheon","Undirected",3,"2"
"1971","Brienne-of-Tarth","Stannis-Baratheon","Undirected",5,"2"
"199","Bronn","Cersei-Lannister","Undirected",11,"2"
"2001","Bronn","Jacelyn-Bywater","Undirected",7,"2"
"2013","Bronn","Joffrey-Baratheon","Undirected",9,"2"
"202","Bronn","Mandon-Moore","Undirected",5,"2"
"204","Bronn","Stannis-Baratheon","Undirected",3,"2"
"207","Bronn","Tyrion-Lannister","Undirected",40,"2"
"2091","Bryce-Caron","Cortnay-Penrose","Undirected",3,"2"
"2122","Bryce-Caron","Renly-Baratheon","Undirected",7,"2"
"2131","Bryce-Caron","Stannis-Baratheon","Undirected",3,"2"
"2141","Brynden-Tully","Catelyn-Stark","Undirected",5,"2"
"2151","Brynden-Tully","Robb-Stark","Undirected",6,"2"
"2191","Catelyn-Stark","Cersei-Lannister","Undirected",14,"2"
"2201","Catelyn-Stark","Cleos-Frey","Undirected",5,"2"
"2231","Catelyn-Stark","Eddard-Stark","Undirected",12,"2"
"2241","Catelyn-Stark","Edmure-Tully","Undirected",17,"2"
"2271","Catelyn-Stark","Jaime-Lannister","Undirected",16,"2"
"2281","Catelyn-Stark","Joffrey-Baratheon","Undirected",4,"2"
"2291","Catelyn-Stark","Loras-Tyrell","Undirected",6,"2"
"2311","Catelyn-Stark","Margaery-Tyrell","Undirected",4,"2"
"2321","Catelyn-Stark","Mathis-Rowan","Undirected",3,"2"
"234","Catelyn-Stark","Renly-Baratheon","Undirected",51,"2"
"235","Catelyn-Stark","Rickon-Stark","Undirected",3,"2"
"237","Catelyn-Stark","Robb-Stark","Undirected",27,"2"
"2381","Catelyn-Stark","Robert-Baratheon","Undirected",5,"2"
"239","Catelyn-Stark","Sansa-Stark","Undirected",3,"2"
"2411","Catelyn-Stark","Stannis-Baratheon","Undirected",20,"2"
"2421","Catelyn-Stark","Theon-Greyjoy","Undirected",5,"2"
"2431","Catelyn-Stark","Tyrion-Lannister","Undirected",10,"2"
"2485","Cersei-Lannister","Chiswyck","Undirected",3,"2"
"2491","Cersei-Lannister","Cleos-Frey","Undirected",6,"2"
"2501","Cersei-Lannister","Dunsen","Undirected",3,"2"
"2512","Cersei-Lannister","Eddard-Stark","Undirected",13,"2"
"252","Cersei-Lannister","Gregor-Clegane","Undirected",4,"2"
"2531","Cersei-Lannister","Gyles-Rosby","Undirected",6,"2"
"2541","Cersei-Lannister","Ilyn-Payne","Undirected",12,"2"
"2552","Cersei-Lannister","Jacelyn-Bywater","Undirected",4,"2"
"256","Cersei-Lannister","Jaime-Lannister","Undirected",17,"2"
"2571","Cersei-Lannister","Janos-Slynt","Undirected",9,"2"
"2581","Cersei-Lannister","Joffrey-Baratheon","Undirected",63,"2"
"2591","Cersei-Lannister","Lancel-Lannister","Undirected",20,"2"
"261","Cersei-Lannister","Meryn-Trant","Undirected",11,"2"
"262","Cersei-Lannister","Myrcella-Baratheon","Undirected",4,"2"
"2641","Cersei-Lannister","Osmund-Kettleblack","Undirected",4,"2"
"266","Cersei-Lannister","Petyr-Baelish","Undirected",7,"2"
"267","Cersei-Lannister","Polliver","Undirected",3,"2"
"269","Cersei-Lannister","Pycelle","Undirected",6,"2"
"271","Cersei-Lannister","Renly-Baratheon","Undirected",7,"2"
"272","Cersei-Lannister","Robb-Stark","Undirected",15,"2"
"273","Cersei-Lannister","Robert-Baratheon","Undirected",12,"2"
"274","Cersei-Lannister","Sandor-Clegane","Undirected",9,"2"
"275","Cersei-Lannister","Sansa-Stark","Undirected",39,"2"
"2761","Cersei-Lannister","Shae","Undirected",5,"2"
"2771","Cersei-Lannister","Stannis-Baratheon","Undirected",23,"2"
"2811","Cersei-Lannister","Tyrion-Lannister","Undirected",87,"2"
"291","Chiswyck","Dunsen","Undirected",3,"2"
"292","Chiswyck","Gregor-Clegane","Undirected",4,"2"
"293","Chiswyck","Ilyn-Payne","Undirected",3,"2"
"2941","Chiswyck","Joffrey-Baratheon","Undirected",3,"2"
"295","Chiswyck","Meryn-Trant","Undirected",3,"2"
"296","Chiswyck","Polliver","Undirected",4,"2"
"2981","Chiswyck","Sandor-Clegane","Undirected",3,"2"
"3011","Cleos-Frey","Eddard-Stark","Undirected",3,"2"
"302","Cleos-Frey","Jaime-Lannister","Undirected",3,"2"
"303","Cleos-Frey","Robb-Stark","Undirected",11,"2"
"304","Cleos-Frey","Tyrion-Lannister","Undirected",13,"2"
"3081","Cortnay-Penrose","Davos-Seaworth","Undirected",5,"2"
"3091","Cortnay-Penrose","Renly-Baratheon","Undirected",3,"2"
"3101","Cortnay-Penrose","Stannis-Baratheon","Undirected",18,"2"
"3111","Cortnay-Penrose","Tyrion-Lannister","Undirected",3,"2"
"313","Craster","Dywen","Undirected",7,"2"
"3141","Craster","Eddison-Tollett","Undirected",3,"2"
"3151","Craster","Jeor-Mormont","Undirected",19,"2"
"3161","Craster","Jon-Snow","Undirected",26,"2"
"3201","Cressen","Davos-Seaworth","Undirected",10,"2"
"3211","Cressen","Melisandre","Undirected",7,"2"
"3231","Cressen","Pylos","Undirected",17,"2"
"3241","Cressen","Renly-Baratheon","Undirected",4,"2"
"3251","Cressen","Robert-Baratheon","Undirected",4,"2"
"3261","Cressen","Selyse-Florent","Undirected",3,"2"
"3281","Cressen","Stannis-Baratheon","Undirected",21,"2"
"337","Daenerys-Targaryen","Jorah-Mormont","Undirected",29,"2"
"344","Daenerys-Targaryen","Robert-Baratheon","Undirected",4,"2"
"352","Davos-Seaworth","Devan-Seaworth","Undirected",4,"2"
"355","Davos-Seaworth","Melisandre","Undirected",20,"2"
"357","Davos-Seaworth","Pylos","Undirected",9,"2"
"358","Davos-Seaworth","Renly-Baratheon","Undirected",6,"2"
"3601","Davos-Seaworth","Stannis-Baratheon","Undirected",58,"2"
"363","Devan-Seaworth","Renly-Baratheon","Undirected",3,"2"
"3641","Devan-Seaworth","Stannis-Baratheon","Undirected",13,"2"
"367","Donella-Hornwood","Luwin","Undirected",7,"2"
"3691","Donella-Hornwood","Ramsay-Snow","Undirected",3,"2"
"3701","Donella-Hornwood","Rodrik-Cassel","Undirected",4,"2"
"371","Dontos-Hollard","Joffrey-Baratheon","Undirected",8,"2"
"3731","Dontos-Hollard","Sansa-Stark","Undirected",17,"2"
"3741","Dontos-Hollard","Stannis-Baratheon","Undirected",3,"2"
"3751","Dontos-Hollard","Tyrion-Lannister","Undirected",4,"2"
"384","Dunsen","Gregor-Clegane","Undirected",4,"2"
"385","Dunsen","Ilyn-Payne","Undirected",3,"2"
"3861","Dunsen","Joffrey-Baratheon","Undirected",3,"2"
"387","Dunsen","Meryn-Trant","Undirected",3,"2"
"388","Dunsen","Polliver","Undirected",7,"2"
"3901","Dunsen","Sandor-Clegane","Undirected",3,"2"
"3941","Dywen","Jon-Snow","Undirected",9,"2"
"3951","Ebben","Jon-Snow","Undirected",10,"2"
"398","Eddard-Stark","Ilyn-Payne","Undirected",5,"2"
"399","Eddard-Stark","Janos-Slynt","Undirected",7,"2"
"4001","Eddard-Stark","Joffrey-Baratheon","Undirected",9,"2"
"401","Eddard-Stark","Jon-Snow","Undirected",9,"2"
"402","Eddard-Stark","Luwin","Undirected",3,"2"
"4041","Eddard-Stark","Petyr-Baelish","Undirected",4,"2"
"405","Eddard-Stark","Renly-Baratheon","Undirected",5,"2"
"4061","Eddard-Stark","Rickon-Stark","Undirected",3,"2"
"407","Eddard-Stark","Robb-Stark","Undirected",11,"2"
"408","Eddard-Stark","Robert-Baratheon","Undirected",26,"2"
"409","Eddard-Stark","Stannis-Baratheon","Undirected",5,"2"
"410","Eddard-Stark","Theon-Greyjoy","Undirected",17,"2"
"4111","Eddard-Stark","Tyrion-Lannister","Undirected",12,"2"
"4131","Eddison-Tollett","Jeor-Mormont","Undirected",4,"2"
"4141","Eddison-Tollett","Jon-Snow","Undirected",11,"2"
"4161","Edmure-Tully","Jaime-Lannister","Undirected",3,"2"
"4171","Edmure-Tully","Robb-Stark","Undirected",12,"2"
"429","Gendry","Hot-Pie","Undirected",23,"2"
"4301","Gendry","Jaqen-Hghar","Undirected",4,"2"
"4311","Gendry","Lommy-Greenhands","Undirected",17,"2"
"4341","Gregor-Clegane","Ilyn-Payne","Undirected",3,"2"
"4351","Gregor-Clegane","Joffrey-Baratheon","Undirected",3,"2"
"4361","Gregor-Clegane","Meryn-Trant","Undirected",4,"2"
"4371","Gregor-Clegane","Polliver","Undirected",5,"2"
"4391","Gregor-Clegane","Sandor-Clegane","Undirected",5,"2"
"446","Gyles-Rosby","Jacelyn-Bywater","Undirected",4,"2"
"447","Gyles-Rosby","Joffrey-Baratheon","Undirected",4,"2"
"4491","Gyles-Rosby","Sansa-Stark","Undirected",3,"2"
"4521","Gyles-Rosby","Tyrion-Lannister","Undirected",3,"2"
"4631","Hodor","Jojen-Reed","Undirected",3,"2"
"464","Hodor","Luwin","Undirected",17,"2"
"4661","Hodor","Osha","Undirected",16,"2"
"4671","Hodor","Rickon-Stark","Undirected",11,"2"
"4681","Hodor","Rodrik-Cassel","Undirected",3,"2"
"4721","Hot-Pie","Lommy-Greenhands","Undirected",28,"2"
"4771","Ilyn-Payne","Joffrey-Baratheon","Undirected",13,"2"
"4781","Ilyn-Payne","Meryn-Trant","Undirected",8,"2"
"4791","Ilyn-Payne","Polliver","Undirected",3,"2"
"4811","Ilyn-Payne","Sandor-Clegane","Undirected",8,"2"
"482","Ilyn-Payne","Sansa-Stark","Undirected",9,"2"
"485","Jacelyn-Bywater","Janos-Slynt","Undirected",4,"2"
"486","Jacelyn-Bywater","Joffrey-Baratheon","Undirected",7,"2"
"4871","Jacelyn-Bywater","Lancel-Lannister","Undirected",3,"2"
"4891","Jacelyn-Bywater","Tyrion-Lannister","Undirected",16,"2"
"4911","Jaime-Lannister","Joffrey-Baratheon","Undirected",12,"2"
"4921","Jaime-Lannister","Jon-Snow","Undirected",3,"2"
"493","Jaime-Lannister","Mandon-Moore","Undirected",4,"2"
"4941","Jaime-Lannister","Petyr-Baelish","Undirected",4,"2"
"4951","Jaime-Lannister","Renly-Baratheon","Undirected",9,"2"
"496","Jaime-Lannister","Robb-Stark","Undirected",11,"2"
"4971","Jaime-Lannister","Robert-Baratheon","Undirected",11,"2"
"498","Jaime-Lannister","Sansa-Stark","Undirected",5,"2"
"500","Jaime-Lannister","Stannis-Baratheon","Undirected",6,"2"
"5011","Jaime-Lannister","Theon-Greyjoy","Undirected",4,"2"
"5021","Jaime-Lannister","Tyrion-Lannister","Undirected",25,"2"
"505","Janos-Slynt","Joffrey-Baratheon","Undirected",10,"2"
"5061","Janos-Slynt","Petyr-Baelish","Undirected",5,"2"
"5071","Janos-Slynt","Tyrion-Lannister","Undirected",26,"2"
"514","Jarman-Buckwell","Jeor-Mormont","Undirected",4,"2"
"5151","Jarman-Buckwell","Jon-Snow","Undirected",4,"2"
"5181","Jeor-Mormont","Jon-Snow","Undirected",63,"2"
"519","Jeor-Mormont","Jorah-Mormont","Undirected",3,"2"
"5261","Joffrey-Baratheon","Lancel-Lannister","Undirected",4,"2"
"5271","Joffrey-Baratheon","Loras-Tyrell","Undirected",3,"2"
"5291","Joffrey-Baratheon","Mandon-Moore","Undirected",8,"2"
"5301","Joffrey-Baratheon","Margaery-Tyrell","Undirected",6,"2"
"531","Joffrey-Baratheon","Meryn-Trant","Undirected",19,"2"
"532","Joffrey-Baratheon","Myrcella-Baratheon","Undirected",13,"2"
"533","Joffrey-Baratheon","Osmund-Kettleblack","Undirected",9,"2"
"534","Joffrey-Baratheon","Petyr-Baelish","Undirected",20,"2"
"535","Joffrey-Baratheon","Polliver","Undirected",3,"2"
"5361","Joffrey-Baratheon","Pycelle","Undirected",6,"2"
"5381","Joffrey-Baratheon","Renly-Baratheon","Undirected",11,"2"
"5391","Joffrey-Baratheon","Robb-Stark","Undirected",16,"2"
"540","Joffrey-Baratheon","Robert-Baratheon","Undirected",20,"2"
"541","Joffrey-Baratheon","Sandor-Clegane","Undirected",27,"2"
"542","Joffrey-Baratheon","Sansa-Stark","Undirected",76,"2"
"543","Joffrey-Baratheon","Stannis-Baratheon","Undirected",21,"2"
"5461","Joffrey-Baratheon","Tyrion-Lannister","Undirected",92,"2"
"550","Jojen-Reed","Luwin","Undirected",7,"2"
"5521","Jojen-Reed","Osha","Undirected",4,"2"
"5531","Jojen-Reed","Rickon-Stark","Undirected",5,"2"
"561","Jon-Snow","Rickon-Stark","Undirected",5,"2"
"5621","Jon-Snow","Robb-Stark","Undirected",13,"2"
"5631","Jon-Snow","Robert-Baratheon","Undirected",6,"2"
"5721","Jorah-Mormont","Robert-Baratheon","Undirected",7,"2"
"5751","Lancel-Lannister","Robert-Baratheon","Undirected",4,"2"
"5761","Lancel-Lannister","Sansa-Stark","Undirected",3,"2"
"5771","Lancel-Lannister","Tyrion-Lannister","Undirected",18,"2"
"585","Loras-Tyrell","Renly-Baratheon","Undirected",14,"2"
"5861","Loras-Tyrell","Robert-Baratheon","Undirected",3,"2"
"5871","Loras-Tyrell","Stannis-Baratheon","Undirected",4,"2"
"5881","Loras-Tyrell","Tyrion-Lannister","Undirected",8,"2"
"591","Lorren","Theon-Greyjoy","Undirected",7,"2"
"5951","Luwin","Osha","Undirected",12,"2"
"5961","Luwin","Rickon-Stark","Undirected",12,"2"
"5971","Luwin","Robb-Stark","Undirected",6,"2"
"5981","Luwin","Rodrik-Cassel","Undirected",18,"2"
"599","Luwin","Theon-Greyjoy","Undirected",17,"2"
"608","Mandon-Moore","Sandor-Clegane","Undirected",5,"2"
"609","Mandon-Moore","Sansa-Stark","Undirected",3,"2"
"610","Mandon-Moore","Tyrion-Lannister","Undirected",16,"2"
"611","Margaery-Tyrell","Renly-Baratheon","Undirected",13,"2"
"612","Margaery-Tyrell","Sansa-Stark","Undirected",4,"2"
"6161","Mathis-Rowan","Renly-Baratheon","Undirected",8,"2"
"6171","Mathis-Rowan","Stannis-Baratheon","Undirected",3,"2"
"6201","Melisandre","Renly-Baratheon","Undirected",4,"2"
"6211","Melisandre","Selyse-Florent","Undirected",6,"2"
"622","Melisandre","Stannis-Baratheon","Undirected",14,"2"
"6231","Meryn-Trant","Osmund-Kettleblack","Undirected",8,"2"
"6241","Meryn-Trant","Polliver","Undirected",3,"2"
"626","Meryn-Trant","Sandor-Clegane","Undirected",10,"2"
"628","Meryn-Trant","Tyrion-Lannister","Undirected",7,"2"
"6321","Myrcella-Baratheon","Robb-Stark","Undirected",3,"2"
"634","Myrcella-Baratheon","Sandor-Clegane","Undirected",4,"2"
"635","Myrcella-Baratheon","Sansa-Stark","Undirected",6,"2"
"6381","Myrcella-Baratheon","Tyrion-Lannister","Undirected",8,"2"
"6401","Osha","Rickon-Stark","Undirected",8,"2"
"6411","Osha","Robb-Stark","Undirected",3,"2"
"642","Osha","Theon-Greyjoy","Undirected",4,"2"
"644","Osmund-Kettleblack","Sansa-Stark","Undirected",4,"2"
"6451","Osmund-Kettleblack","Tyrion-Lannister","Undirected",7,"2"
"652","Petyr-Baelish","Pycelle","Undirected",8,"2"
"653","Petyr-Baelish","Renly-Baratheon","Undirected",5,"2"
"654","Petyr-Baelish","Sansa-Stark","Undirected",4,"2"
"6551","Petyr-Baelish","Stannis-Baratheon","Undirected",8,"2"
"6561","Petyr-Baelish","Tyrion-Lannister","Undirected",41,"2"
"6601","Polliver","Sandor-Clegane","Undirected",3,"2"
"6651","Pycelle","Robert-Baratheon","Undirected",3,"2"
"666","Pycelle","Shagga","Undirected",4,"2"
"6671","Pycelle","Stannis-Baratheon","Undirected",3,"2"
"668","Pycelle","Tyrion-Lannister","Undirected",21,"2"
"671","Pylos","Stannis-Baratheon","Undirected",11,"2"
"679","Ramsay-Snow","Robb-Stark","Undirected",3,"2"
"680","Ramsay-Snow","Rodrik-Cassel","Undirected",5,"2"
"681","Ramsay-Snow","Roose-Bolton","Undirected",5,"2"
"685","Ramsay-Snow","Theon-Greyjoy","Undirected",14,"2"
"686","Renly-Baratheon","Robb-Stark","Undirected",22,"2"
"687","Renly-Baratheon","Robert-Baratheon","Undirected",29,"2"
"688","Renly-Baratheon","Sansa-Stark","Undirected",4,"2"
"689","Renly-Baratheon","Stannis-Baratheon","Undirected",70,"2"
"691","Renly-Baratheon","Tyrion-Lannister","Undirected",14,"2"
"698","Rickon-Stark","Robb-Stark","Undirected",12,"2"
"699","Rickon-Stark","Rodrik-Cassel","Undirected",3,"2"
"700","Rickon-Stark","Sansa-Stark","Undirected",5,"2"
"701","Rickon-Stark","Theon-Greyjoy","Undirected",8,"2"
"703","Robb-Stark","Robert-Baratheon","Undirected",3,"2"
"704","Robb-Stark","Rodrik-Cassel","Undirected",9,"2"
"705","Robb-Stark","Roose-Bolton","Undirected",7,"2"
"706","Robb-Stark","Sansa-Stark","Undirected",11,"2"
"708","Robb-Stark","Stannis-Baratheon","Undirected",12,"2"
"709","Robb-Stark","Theon-Greyjoy","Undirected",21,"2"
"710","Robb-Stark","Tyrion-Lannister","Undirected",18,"2"
"715","Robert-Baratheon","Sansa-Stark","Undirected",6,"2"
"716","Robert-Baratheon","Stannis-Baratheon","Undirected",25,"2"
"717","Robert-Baratheon","Tyrion-Lannister","Undirected",10,"2"
"722","Rodrik-Cassel","Roose-Bolton","Undirected",4,"2"
"723","Rodrik-Cassel","Theon-Greyjoy","Undirected",12,"2"
"732","Sandor-Clegane","Sansa-Stark","Undirected",19,"2"
"735","Sandor-Clegane","Tyrion-Lannister","Undirected",13,"2"
"736","Sansa-Stark","Stannis-Baratheon","Undirected",8,"2"
"739","Sansa-Stark","Tyrion-Lannister","Undirected",31,"2"
"740","Selyse-Florent","Stannis-Baratheon","Undirected",15,"2"
"742","Shae","Stannis-Baratheon","Undirected",3,"2"
"743","Shae","Tyrion-Lannister","Undirected",30,"2"
"747","Shagga","Tyrion-Lannister","Undirected",15,"2"
"750","Stannis-Baratheon","Tyrion-Lannister","Undirected",39,"2"
"240","Addam-Marbrand","Jaime-Lannister","Undirected",3,"3"
"4100","Addam-Marbrand","Joffrey-Baratheon","Undirected",3,"3"
"510","Addam-Marbrand","Kevan-Lannister","Undirected",3,"3"
"69","Addam-Marbrand","Oberyn-Martell","Undirected",3,"3"
"71","Addam-Marbrand","Tyrion-Lannister","Undirected",7,"3"
"186","Aemon-Targaryen-(Maester-Aemon)","Alliser-Thorne","Undirected",3,"3"
"1912","Aemon-Targaryen-(Maester-Aemon)","Clydas","Undirected",16,"3"
"2014","Aemon-Targaryen-(Maester-Aemon)","Cotter-Pyke","Undirected",3,"3"
"2110","Aemon-Targaryen-(Maester-Aemon)","Denys-Mallister","Undirected",4,"3"
"22","Aemon-Targaryen-(Maester-Aemon)","Donal-Noye","Undirected",11,"3"
"23","Aemon-Targaryen-(Maester-Aemon)","Eddison-Tollett","Undirected",3,"3"
"2410","Aemon-Targaryen-(Maester-Aemon)","Grenn","Undirected",5,"3"
"265","Aemon-Targaryen-(Maester-Aemon)","Janos-Slynt","Undirected",5,"3"
"278","Aemon-Targaryen-(Maester-Aemon)","Jeor-Mormont","Undirected",3,"3"
"2810","Aemon-Targaryen-(Maester-Aemon)","Jon-Snow","Undirected",36,"3"
"2910","Aemon-Targaryen-(Maester-Aemon)","Mance-Rayder","Undirected",5,"3"
"3212","Aemon-Targaryen-(Maester-Aemon)","Robert-Baratheon","Undirected",5,"3"
"33","Aemon-Targaryen-(Maester-Aemon)","Samwell-Tarly","Undirected",32,"3"
"343","Aemon-Targaryen-(Maester-Aemon)","Stannis-Baratheon","Undirected",9,"3"
"3710","Aerys-II-Targaryen","Brienne-of-Tarth","Undirected",3,"3"
"3811","Aerys-II-Targaryen","Jaime-Lannister","Undirected",22,"3"
"392","Aerys-II-Targaryen","Joffrey-Baratheon","Undirected",6,"3"
"40","Aerys-II-Targaryen","Robert-Baratheon","Undirected",9,"3"
"4210","Aerys-II-Targaryen","Tyrion-Lannister","Undirected",6,"3"
"5211","Alester-Florent","Axell-Florent","Undirected",4,"3"
"5311","Alester-Florent","Davos-Seaworth","Undirected",11,"3"
"5611","Alester-Florent","Stannis-Baratheon","Undirected",4,"3"
"6010","Alliser-Thorne","Janos-Slynt","Undirected",13,"3"
"6111","Alliser-Thorne","Jon-Snow","Undirected",22,"3"
"6210","Alliser-Thorne","Mance-Rayder","Undirected",6,"3"
"6410","Alliser-Thorne","Samwell-Tarly","Undirected",4,"3"
