Source,Target,Type,id,weight,book
Barbrey-Dustin,Roger-Ryswell,Undirected,465,4,all
Barbrey-Dustin,Roose-Bolton,Undirected,466,3,all
Barbrey-Dustin,Stannis-Baratheon,Undirected,467,3,all
Barbrey-Dustin,Theon-Greyjoy,Undirected,468,17,all
Barristan-Selmy,Belwas,Undirected,469,14,all
Barristan-Selmy,Ben-Plumm,Undirected,470,4,all
Barristan-Selmy,Bloodbeard,Undirected,471,3,all
Barristan-Selmy,Boros-Blount,Undirected,472,3,all
Barristan-Selmy,Cersei-Lannister,Undirected,473,17,all
Barristan-Selmy,Daario-Naharis,Undirected,474,18,all
Barristan-Selmy,Daenerys-Targaryen,Undirected,475,83,all
Barristan-Selmy,Eddard-Stark,Undirected,476,28,all
Barristan-Selmy,Galazza-Galare,Undirected,477,5,all
Barristan-Selmy,Gerold-Hightower,Undirected,478,5,all
Barristan-Selmy,Gerris-Drinkwater,Undirected,479,4,all
Barristan-Selmy,Grazhar,Undirected,480,3,all
Barristan-Selmy,Grey-Worm,Undirected,481,6,all
Barristan-Selmy,Groleo,Undirected,482,8,all
Barristan-Selmy,Hizdahr-zo-Loraq,Undirected,483,42,all
Barristan-Selmy,Jaime-Lannister,Undirected,484,8,all
Barristan-Selmy,Jhogo,Undirected,485,3,all
Barristan-Selmy,Joffrey-Baratheon,Undirected,486,13,all
Barristan-Selmy,Jon-Arryn,Undirected,487,4,all
Barristan-Selmy,Jorah-Mormont,Undirected,488,5,all
Barristan-Selmy,Khrazz,Undirected,489,8,all
Barristan-Selmy,Larraq,Undirected,490,3,all
Barristan-Selmy,Meryn-Trant,Undirected,491,3,all
Barristan-Selmy,Missandei,Undirected,492,8,all
Barristan-Selmy,Petyr-Baelish,Undirected,493,7,all
Barristan-Selmy,Pycelle,Undirected,494,8,all
Barristan-Selmy,Quentyn-Martell,Undirected,495,22,all
Barristan-Selmy,Renly-Baratheon,Undirected,496,13,all
Barristan-Selmy,Reznak-mo-Reznak,Undirected,497,7,all
Barristan-Selmy,Rhaegar-Targaryen,Undirected,498,3,all
Barristan-Selmy,Robert-Baratheon,Undirected,499,51,all
Barristan-Selmy,Sandor-Clegane,Undirected,500,3,all
Barristan-Selmy,Sansa-Stark,Undirected,501,3,all
Barristan-Selmy,Skahaz-mo-Kandaq,Undirected,502,21,all
Barristan-Selmy,Steelskin,Undirected,503,3,all
Barristan-Selmy,Tyrion-Lannister,Undirected,504,3,all
Barristan-Selmy,Varys,Undirected,505,15,all
Barristan-Selmy,Widower,Undirected,506,3,all
Barristan-Selmy,Xaro-Xhoan-Daxos,Undirected,507,3,all
Barsena,Daenerys-Targaryen,Undirected,508,4,all
Bartimus,Davos-Seaworth,Undirected,509,4,all
Bedwyck,Craster,Undirected,510,4,all
Bedwyck,Dywen,Undirected,511,3,all
Bedwyck,Eddison-Tollett,Undirected,512,4,all
Bedwyck,Grenn,Undirected,513,4,all
Bedwyck,Samwell-Tarly,Undirected,514,3,all
Belaquo,Goghor-the-Giant,Undirected,515,7,all
Belaquo,Hizdahr-zo-Loraq,Undirected,516,3,all
Belaquo,Irri,Undirected,517,3,all
Belaquo,Spotted-Cat,Undirected,518,5,all
Belwas,Ben-Plumm,Undirected,519,4,all
Belwas,Daenerys-Targaryen,Undirected,520,46,all
Belwas,Hizdahr-zo-Loraq,Undirected,521,11,all
Belwas,Illyrio-Mopatis,Undirected,522,8,all
Belwas,Jhiqui,Undirected,523,3,all
Belwas,Jhogo,Undirected,524,3,all
Belwas,Jorah-Mormont,Undirected,525,22,all
Belwas,Oznak-zo-Pahl,Undirected,526,8,all
Belwas,Quentyn-Martell,Undirected,527,3,all
Belwas,Skahaz-mo-Kandaq,Undirected,528,3,all
Ben-Bones,Ramsay-Snow,Undirected,529,5,all
Ben-Bones,Theon-Greyjoy,Undirected,530,4,all
Ben-Plumm,Daario-Naharis,Undirected,531,13,all
Ben-Plumm,Daenerys-Targaryen,Undirected,532,24,all
Ben-Plumm,Hizdahr-zo-Loraq,Undirected,533,3,all
Ben-Plumm,Kasporio,Undirected,534,3,all
Ben-Plumm,Penny,Undirected,535,3,all
Ben-Plumm,Tybero-Istarion,Undirected,536,5,all
Ben-Plumm,Tyrion-Lannister,Undirected,537,4,all
Benedar-Belmore,Gilwood-Hunter,Undirected,538,3,all
Benedar-Belmore,Horton-Redfort,Undirected,539,5,all
Benedar-Belmore,Petyr-Baelish,Undirected,540,5,all
Benedar-Belmore,Symond-Templeton,Undirected,541,4,all
Benerro,Daenerys-Targaryen,Undirected,542,3,all
Benerro,Haldon,Undirected,543,4,all
Benerro,Moqorro,Undirected,544,4,all
Benerro,Tyrion-Lannister,Undirected,545,7,all
Benethon-Scales,Narbert-Grandison,Undirected,546,3,all
Benethon-Scales,Selyse-Florent,Undirected,547,4,all
Benfred-Tallhart,Helman-Tallhart,Undirected,548,3,all
Benfred-Tallhart,Leobald-Tallhart,Undirected,549,3,all
Benfred-Tallhart,Stygg,Undirected,550,3,all
Benfred-Tallhart,Theon-Greyjoy,Undirected,551,7,all
Benjen-Stark,Bran-Stark,Undirected,552,9,all
Benjen-Stark,Cersei-Lannister,Undirected,553,3,all
Benjen-Stark,Jaremy-Rykker,Undirected,554,3,all
Benjen-Stark,Jeor-Mormont,Undirected,555,17,all
Benjen-Stark,Jon-Snow,Undirected,556,48,all
Benjen-Stark,Luwin,Undirected,557,7,all
Benjen-Stark,Mance-Rayder,Undirected,558,3,all
Benjen-Stark,Robb-Stark,Undirected,559,7,all
Benjen-Stark,Robert-Baratheon,Undirected,560,6,all
Benjen-Stark,Theon-Greyjoy,Undirected,561,4,all
Benjen-Stark,Tyrion-Lannister,Undirected,562,8,all
Benjen-Stark,Waymar-Royce,Undirected,563,3,all
Benjen-Stark,Yoren,Undirected,564,4,all
Beric-Dondarrion,Catelyn-Stark,Undirected,565,3,all
Beric-Dondarrion,Eddard-Stark,Undirected,566,3,all
Beric-Dondarrion,Gendry,Undirected,567,4,all
Beric-Dondarrion,Gregor-Clegane,Undirected,568,9,all
Beric-Dondarrion,Harwin,Undirected,569,7,all
Beric-Dondarrion,Jack-Bulwer,Undirected,570,4,all
Beric-Dondarrion,Jaime-Lannister,Undirected,571,7,all
Beric-Dondarrion,Joffrey-Baratheon,Undirected,572,3,all
Beric-Dondarrion,Lem,Undirected,573,14,all
Beric-Dondarrion,Loras-Tyrell,Undirected,574,5,all
Beric-Dondarrion,Mariya-Darry,Undirected,575,5,all
Beric-Dondarrion,Robert-Baratheon,Undirected,576,5,all
Beric-Dondarrion,Sandor-Clegane,Undirected,577,18,all
Beric-Dondarrion,Sansa-Stark,Undirected,578,4,all
Beric-Dondarrion,Thoros-of-Myr,Undirected,579,39,all
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,580,4,all
Beth-Cassel,Bran-Stark,Undirected,581,4,all
Beth-Cassel,Rodrik-Cassel,Undirected,582,4,all
Beth-Cassel,Theon-Greyjoy,Undirected,583,3,all
Big-Boil,Jon-Snow,Undirected,584,3,all
Big-Boil,Ygritte,Undirected,585,3,all
Biter,Brienne-of-Tarth,Undirected,586,5,all
Biter,Jaqen-Hghar,Undirected,587,12,all
Biter,Rorge,Undirected,588,17,all
Biter,Yoren,Undirected,589,3,all
Black-Balaq,Franklyn-Flowers,Undirected,590,3,all
Blane,Jeor-Mormont,Undirected,591,3,all
Bloodbeard,Daenerys-Targaryen,Undirected,592,3,all
Bloodbeard,Hizdahr-zo-Loraq,Undirected,593,5,all
Bloodbeard,Tattered-Prince,Undirected,594,3,all
Blue-Bard,Cersei-Lannister,Undirected,595,7,all
Blue-Bard,Lambert-Turnberry,Undirected,596,3,all
Blue-Bard,Margaery-Tyrell,Undirected,597,6,all
Blue-Bard,Qyburn,Undirected,598,4,all
Blue-Bard,Tallad,Undirected,599,3,all
Bonifer-Hasty,Jaime-Lannister,Undirected,600,4,all
Boros-Blount,Cersei-Lannister,Undirected,601,23,all
Boros-Blount,Gyles-Rosby,Undirected,602,5,all
Boros-Blount,Jaime-Lannister,Undirected,603,9,all
Boros-Blount,Joffrey-Baratheon,Undirected,604,14,all
Boros-Blount,Loras-Tyrell,Undirected,605,5,all
Boros-Blount,Meryn-Trant,Undirected,606,31,all
Boros-Blount,Osmund-Kettleblack,Undirected,607,8,all
Boros-Blount,Osney-Kettleblack,Undirected,608,3,all
Boros-Blount,Sansa-Stark,Undirected,609,14,all
Boros-Blount,Tanda-Stokeworth,Undirected,610,3,all
Boros-Blount,Tommen-Baratheon,Undirected,611,14,all
Boros-Blount,Tyrion-Lannister,Undirected,612,14,all
Bowen-Marsh,Cellador,Undirected,613,8,all
Bowen-Marsh,Cotter-Pyke,Undirected,614,3,all
Bowen-Marsh,Denys-Mallister,Undirected,615,5,all
Bowen-Marsh,Donal-Noye,Undirected,616,4,all
Bowen-Marsh,Eddison-Tollett,Undirected,617,12,all
Bowen-Marsh,Hobb,Undirected,618,3,all
Bowen-Marsh,Janos-Slynt,Undirected,619,10,all
Bowen-Marsh,Jeor-Mormont,Undirected,620,16,all
Bowen-Marsh,Jon-Snow,Undirected,621,60,all
Bowen-Marsh,Mance-Rayder,Undirected,622,5,all
Bowen-Marsh,Othell-Yarwyck,Undirected,623,28,all
Bowen-Marsh,Samwell-Tarly,Undirected,624,10,all
Bowen-Marsh,Satin,Undirected,625,3,all
Bowen-Marsh,Stannis-Baratheon,Undirected,626,3,all
Bowen-Marsh,Tormund,Undirected,627,5,all
Bowen-Marsh,Wick-Whittlestick,Undirected,628,5,all
Bran-Stark,Brynden-Rivers,Undirected,629,14,all
Bran-Stark,Catelyn-Stark,Undirected,630,24,all
Bran-Stark,Cersei-Lannister,Undirected,631,6,all
Bran-Stark,Chayle,Undirected,632,3,all
Bran-Stark,Cley-Cerwyn,Undirected,633,5,all
Bran-Stark,Coldhands,Undirected,634,10,all
Bran-Stark,Donella-Hornwood,Undirected,635,5,all
Bran-Stark,Eddard-Stark,Undirected,636,34,all
Bran-Stark,Hali,Undirected,637,3,all
Bran-Stark,Hallis-Mollen,Undirected,638,3,all
Bran-Stark,Hayhead,Undirected,639,6,all
Bran-Stark,Hodor,Undirected,640,209,all
Bran-Stark,Howland-Reed,Undirected,641,3,all
Bran-Stark,Hullen,Undirected,642,3,all
Bran-Stark,Jeor-Mormont,Undirected,643,4,all
Bran-Stark,Joffrey-Baratheon,Undirected,644,6,all
Bran-Stark,Jojen-Reed,Undirected,645,112,all
Bran-Stark,Jon-Arryn,Undirected,646,7,all
Bran-Stark,Jon-Snow,Undirected,647,90,all
Bran-Stark,Jon-Umber-(Greatjon),Undirected,648,3,all
Bran-Stark,Jory-Cassel,Undirected,649,11,all
Bran-Stark,Joseth,Undirected,650,4,all
Bran-Stark,Leaf,Undirected,651,5,all
Bran-Stark,Luwin,Undirected,652,116,all
Bran-Stark,Meera-Reed,Undirected,653,123,all
Bran-Stark,Mikken,Undirected,654,11,all
Bran-Stark,Nan,Undirected,655,38,all
Bran-Stark,Osha,Undirected,656,42,all
Bran-Stark,Petyr-Baelish,Undirected,657,3,all
Bran-Stark,Poxy-Tym,Undirected,658,3,all
Bran-Stark,Ramsay-Snow,Undirected,659,7,all
Bran-Stark,Reek,Undirected,660,3,all
Bran-Stark,Renly-Baratheon,Undirected,661,3,all
Bran-Stark,Rickard-Karstark,Undirected,662,4,all
Bran-Stark,Rickard-Stark,Undirected,663,4,all
Bran-Stark,Rickon-Stark,Undirected,664,129,all
Bran-Stark,Robb-Stark,Undirected,665,169,all
Bran-Stark,Robert-Baratheon,Undirected,666,11,all
Bran-Stark,Rodrik-Cassel,Undirected,667,40,all
Bran-Stark,Samwell-Tarly,Undirected,668,11,all
Bran-Stark,Sansa-Stark,Undirected,669,25,all
Bran-Stark,Stafford-Lannister,Undirected,670,3,all
Bran-Stark,Stiv,Undirected,671,4,all
Bran-Stark,Theon-Greyjoy,Undirected,672,64,all
Bran-Stark,Tommen-Baratheon,Undirected,673,8,all
Bran-Stark,Tyrion-Lannister,Undirected,674,31,all
Bran-Stark,Walder-Frey-(son-of-Jammos),Undirected,675,5,all
Bran-Stark,Walder-Frey-(son-of-Merrett),Undirected,676,12,all
Bran-Stark,Wyman-Manderly,Undirected,677,6,all
Bran-Stark,Yoren,Undirected,678,3,all
Brandon-Norrey,Jon-Snow,Undirected,679,3,all
Brandon-Norrey,Torghen-Flint,Undirected,680,3,all
Brandon-Stark,Eddard-Stark,Undirected,681,19,all
Brandon-Stark,Lyanna-Stark,Undirected,682,4,all
Brandon-Stark,Petyr-Baelish,Undirected,683,14,all
Brandon-Stark,Rickard-Stark,Undirected,684,3,all
Brandon-Stark,Rickon-Stark,Undirected,685,3,all
Brandon-Stark,Robb-Stark,Undirected,686,3,all
Brandon-Stark,Robert-Baratheon,Undirected,687,5,all
Brea,Brusco,Undirected,688,6,all
Brea,Talea,Undirected,689,4,all
Brella,Sansa-Stark,Undirected,690,8,all
Brella,Shae,Undirected,691,4,all
Brenett,Catelyn-Stark,Undirected,692,3,all
Brienne-of-Tarth,Catelyn-Stark,Undirected,693,53,all
Brienne-of-Tarth,Cersei-Lannister,Undirected,694,8,all
Brienne-of-Tarth,Clarence-Crabb,Undirected,695,4,all
Brienne-of-Tarth,Cleos-Frey,Undirected,696,12,all
Brienne-of-Tarth,Creighton-Longbough,Undirected,697,8,all
Brienne-of-Tarth,Dick-Crabb,Undirected,698,21,all
Brienne-of-Tarth,Dontos-Hollard,Undirected,699,7,all
Brienne-of-Tarth,Edmure-Tully,Undirected,700,3,all
Brienne-of-Tarth,Elder-Brother,Undirected,701,4,all
Brienne-of-Tarth,Elmar-Frey,Undirected,702,6,all
Brienne-of-Tarth,Emmon-Cuy,Undirected,703,8,all
Brienne-of-Tarth,Gendry,Undirected,704,6,all
Brienne-of-Tarth,Hyle-Hunt,Undirected,705,17,all
Brienne-of-Tarth,Illifer,Undirected,706,8,all
Brienne-of-Tarth,Jaime-Lannister,Undirected,707,111,all
Brienne-of-Tarth,Jeyne-Heddle,Undirected,708,4,all
Brienne-of-Tarth,Joffrey-Baratheon,Undirected,709,4,all
Brienne-of-Tarth,Loras-Tyrell,Undirected,710,6,all
Brienne-of-Tarth,Lysa-Arryn,Undirected,711,3,all
Brienne-of-Tarth,Meribald,Undirected,712,17,all
Brienne-of-Tarth,Narbert,Undirected,713,6,all
Brienne-of-Tarth,Podrick-Payne,Undirected,714,36,all
Brienne-of-Tarth,Pyg,Undirected,715,4,all
Brienne-of-Tarth,Qyburn,Undirected,716,3,all
Brienne-of-Tarth,Randyll-Tarly,Undirected,717,8,all
Brienne-of-Tarth,Renly-Baratheon,Undirected,718,37,all
Brienne-of-Tarth,Robar-Royce,Undirected,719,3,all
Brienne-of-Tarth,Robb-Stark,Undirected,720,5,all
Brienne-of-Tarth,Robert-Baratheon,Undirected,721,3,all
Brienne-of-Tarth,Roose-Bolton,Undirected,722,11,all
Brienne-of-Tarth,Sandor-Clegane,Undirected,723,12,all
Brienne-of-Tarth,Sansa-Stark,Undirected,724,24,all
Brienne-of-Tarth,Selwyn-Tarth,Undirected,725,4,all
Brienne-of-Tarth,Shagwell,Undirected,726,9,all
Brienne-of-Tarth,Stannis-Baratheon,Undirected,727,5,all
Brienne-of-Tarth,Timeon,Undirected,728,5,all
Brienne-of-Tarth,Tommen-Baratheon,Undirected,729,3,all
Brienne-of-Tarth,Tyrion-Lannister,Undirected,730,7,all
Brienne-of-Tarth,Tywin-Lannister,Undirected,731,3,all
Brienne-of-Tarth,Vargo-Hoat,Undirected,732,4,all
Brienne-of-Tarth,Vyman,Undirected,733,3,all
Brienne-of-Tarth,Walton,Undirected,734,3,all
Brienne-of-Tarth,Willow-Heddle,Undirected,735,5,all
Bronn,Catelyn-Stark,Undirected,736,6,all
Bronn,Cersei-Lannister,Undirected,737,23,all
Bronn,Chiggen,Undirected,738,8,all
Bronn,Falyse-Stokeworth,Undirected,739,3,all
Bronn,Gregor-Clegane,Undirected,740,4,all
Bronn,Jacelyn-Bywater,Undirected,741,7,all
Bronn,Joffrey-Baratheon,Undirected,742,12,all
Bronn,Lollys-Stokeworth,Undirected,743,7,all
Bronn,Mandon-Moore,Undirected,744,8,all
Bronn,Marillion,Undirected,745,4,all
Bronn,Oberyn-Martell,Undirected,746,4,all
Bronn,Podrick-Payne,Undirected,747,20,all
Bronn,Rodrik-Cassel,Undirected,748,4,all
Bronn,Shae,Undirected,749,3,all
Bronn,Shagga,Undirected,750,3,all
Bronn,Stannis-Baratheon,Undirected,751,3,all
Bronn,Timett,Undirected,752,5,all
Bronn,Tommen-Baratheon,Undirected,753,7,all
Bronn,Tyrion-Lannister,Undirected,754,137,all
Bronn,Tywin-Lannister,Undirected,755,7,all
Bronn,Vardis-Egen,Undirected,756,11,all
Bronn,Varys,Undirected,757,12,all
Bronn,Willis-Wode,Undirected,758,5,all
Brus-Buckler,Malegorn,Undirected,759,6,all
Brus-Buckler,Narbert-Grandison,Undirected,760,4,all
Brus-Buckler,Selyse-Florent,Undirected,761,5,all
Bryce-Caron,Cortnay-Penrose,Undirected,762,3,all
Bryce-Caron,Eldon-Estermont,Undirected,763,3,all
Bryce-Caron,Guyard-Morrigen,Undirected,764,5,all
Bryce-Caron,Renly-Baratheon,Undirected,765,7,all
Bryce-Caron,Stannis-Baratheon,Undirected,766,3,all
Brynden-Rivers,Meera-Reed,Undirected,767,3,all
Brynden-Tully,Catelyn-Stark,Undirected,768,29,all
Brynden-Tully,Daven-Lannister,Undirected,769,3,all
Brynden-Tully,Edmure-Tully,Undirected,770,24,all
Brynden-Tully,Edwyn-Frey,Undirected,771,3,all
Brynden-Tully,Emmon-Frey,Undirected,772,7,all
Brynden-Tully,Hoster-Tully,Undirected,773,5,all
Brynden-Tully,Jaime-Lannister,Undirected,774,29,all
Brynden-Tully,Lyle-Crakehall,Undirected,775,4,all
Brynden-Tully,Lysa-Arryn,Undirected,776,10,all
Brynden-Tully,Nestor-Royce,Undirected,777,3,all
Brynden-Tully,Rickard-Karstark,Undirected,778,4,all
Brynden-Tully,Robb-Stark,Undirected,779,27,all
Brynden-Tully,Ryman-Frey,Undirected,780,3,all
Brynden-Tully,Theon-Greyjoy,Undirected,781,6,all
Brynden-Tully,Tyrion-Lannister,Undirected,782,4,all
Brynden-Tully,Tywin-Lannister,Undirected,783,10,all
Brynden-Tully,Walder-Frey,Undirected,784,7,all
Bump,Varamyr,Undirected,785,5,all
Butterbumps,Olenna-Redwyne,Undirected,786,4,all
Butterbumps,Sansa-Stark,Undirected,787,6,all
Byam-Flint,Craster,Undirected,788,3,all
Caggo,Gerris-Drinkwater,Undirected,789,3,all
Caggo,Lucifer-Long,Undirected,790,3,all
Caggo,Meris,Undirected,791,7,all
Caggo,Quentyn-Martell,Undirected,792,7,all
Caggo,Tattered-Prince,Undirected,793,4,all
Caleotte,Doran-Martell,Undirected,794,11,all
Caleotte,Gregor-Clegane,Undirected,795,4,all
Caleotte,Obara-Sand,Undirected,796,5,all
Camarron,Spotted-Cat,Undirected,797,3,all
Captain-Myraham,Theon-Greyjoy,Undirected,798,4,all
Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,799,3,all
Catelyn-Stark,Cersei-Lannister,Undirected,800,30,all
Catelyn-Stark,Cleos-Frey,Undirected,801,9,all
Catelyn-Stark,Colemon,Undirected,802,3,all
Catelyn-Stark,Colen-of-Greenpools,Undirected,803,6,all
Catelyn-Stark,Dacey-Mormont,Undirected,804,5,all
Catelyn-Stark,Desmond-Grell,Undirected,805,9,all
Catelyn-Stark,Donnel-Waynwood,Undirected,806,3,all
Catelyn-Stark,Eddard-Stark,Undirected,807,88,all
Catelyn-Stark,Edmure-Tully,Undirected,808,42,all
Catelyn-Stark,Elmar-Frey,Undirected,809,5,all
Catelyn-Stark,Eon-Hunter,Undirected,810,3,all
Catelyn-Stark,Hallis-Mollen,Undirected,811,16,all
Catelyn-Stark,Hoster-Tully,Undirected,812,27,all
Catelyn-Stark,Hyle-Hunt,Undirected,813,3,all
Catelyn-Stark,Jaime-Lannister,Undirected,814,59,all
Catelyn-Stark,Jason-Mallister,Undirected,815,5,all
Catelyn-Stark,Jeyne-Westerling,Undirected,816,13,all
Catelyn-Stark,Joffrey-Baratheon,Undirected,817,11,all
Catelyn-Stark,Jon-Arryn,Undirected,818,11,all
Catelyn-Stark,Jon-Snow,Undirected,819,14,all
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,820,14,all
Catelyn-Stark,Loras-Tyrell,Undirected,821,6,all
Catelyn-Stark,Lothar-Frey,Undirected,822,3,all
Catelyn-Stark,Luwin,Undirected,823,14,all
Catelyn-Stark,Lysa-Arryn,Undirected,824,55,all
Catelyn-Stark,Maege-Mormont,Undirected,825,6,all
Catelyn-Stark,Margaery-Tyrell,Undirected,826,4,all
Catelyn-Stark,Marillion,Undirected,827,6,all
Catelyn-Stark,Marq-Piper,Undirected,828,3,all
Catelyn-Stark,Masha-Heddle,Undirected,829,5,all
Catelyn-Stark,Mathis-Rowan,Undirected,830,3,all
Catelyn-Stark,Moreo-Tumitis,Undirected,831,3,all
Catelyn-Stark,Mya-Stone,Undirected,832,9,all
Catelyn-Stark,Mychel-Redfort,Undirected,833,3,all
Catelyn-Stark,Nestor-Royce,Undirected,834,3,all
Catelyn-Stark,Petyr-Baelish,Undirected,835,31,all
Catelyn-Stark,Randyll-Tarly,Undirected,836,6,all
Catelyn-Stark,Raynald-Westerling,Undirected,837,5,all
Catelyn-Stark,Renly-Baratheon,Undirected,838,55,all
Catelyn-Stark,Rickard-Karstark,Undirected,839,12,all
Catelyn-Stark,Rickon-Stark,Undirected,840,6,all
Catelyn-Stark,Robar-Royce,Undirected,841,7,all
Catelyn-Stark,Robb-Stark,Undirected,842,128,all
Catelyn-Stark,Robert-Arryn,Undirected,843,3,all
Catelyn-Stark,Robert-Baratheon,Undirected,844,27,all
Catelyn-Stark,Robin-Ryger,Undirected,845,3,all
Catelyn-Stark,Rodrik-Cassel,Undirected,846,28,all
Catelyn-Stark,Roose-Bolton,Undirected,847,10,all
Catelyn-Stark,Roslin-Frey,Undirected,848,7,all
Catelyn-Stark,Ryman-Frey,Undirected,849,6,all
Catelyn-Stark,Sansa-Stark,Undirected,850,32,all
Catelyn-Stark,Stafford-Lannister,Undirected,851,3,all
Catelyn-Stark,Stannis-Baratheon,Undirected,852,24,all
Catelyn-Stark,Stevron-Frey,Undirected,853,5,all
Catelyn-Stark,Tansy,Undirected,854,8,all
Catelyn-Stark,Theon-Greyjoy,Undirected,855,14,all
Catelyn-Stark,Tyrion-Lannister,Undirected,856,69,all
Catelyn-Stark,Tytos-Blackwood,Undirected,857,4,all
Catelyn-Stark,Tywin-Lannister,Undirected,858,21,all
Catelyn-Stark,Utherydes-Wayn,Undirected,859,3,all
Catelyn-Stark,Vardis-Egen,Undirected,860,5,all
Catelyn-Stark,Varys,Undirected,861,10,all
Catelyn-Stark,Vyman,Undirected,862,13,all
Catelyn-Stark,Walder-Frey,Undirected,863,38,all
Catelyn-Stark,Wendel-Manderly,Undirected,864,10,all
Catelyn-Stark,Willis-Wode,Undirected,865,5,all
Cayn,Eddard-Stark,Undirected,866,7,all
Cayn,Renly-Baratheon,Undirected,867,3,all
Cayn,Tomard,Undirected,868,6,all
Cedra,Garin-(orphan),Undirected,869,5,all
Cedric-Payne,Podrick-Payne,Undirected,870,3,all
Cellador,Clydas,Undirected,871,3,all
Cellador,Jon-Snow,Undirected,872,3,all
Cellador,Othell-Yarwyck,Undirected,873,8,all
Cersei-Lannister,Chiswyck,Undirected,874,3,all
Cersei-Lannister,Cleos-Frey,Undirected,875,6,all
Cersei-Lannister,Daenerys-Targaryen,Undirected,876,3,all
Cersei-Lannister,Doran-Martell,Undirected,877,3,all
Cersei-Lannister,Dorcas,Undirected,878,18,all
Cersei-Lannister,Dunsen,Undirected,879,16,all
Cersei-Lannister,Eddard-Stark,Undirected,880,91,all
Cersei-Lannister,Elia-Martell,Undirected,881,4,all
Cersei-Lannister,Ellaria-Sand,Undirected,882,4,all
Cersei-Lannister,Falyse-Stokeworth,Undirected,883,14,all
Cersei-Lannister,Garlan-Tyrell,Undirected,884,3,all
Cersei-Lannister,Garth-Tyrell,Undirected,885,3,all
Cersei-Lannister,Gregor-Clegane,Undirected,886,21,all
Cersei-Lannister,Gyles-Rosby,Undirected,887,24,all
Cersei-Lannister,Harys-Swyft,Undirected,888,4,all
Cersei-Lannister,High-Septon-(Tyrions),Undirected,889,3,all
Cersei-Lannister,High-Sparrow,Undirected,890,35,all
Cersei-Lannister,Ilyn-Payne,Undirected,891,34,all
Cersei-Lannister,Jacelyn-Bywater,Undirected,892,4,all
Cersei-Lannister,Jaime-Lannister,Undirected,893,130,all
Cersei-Lannister,Jalabhar-Xho,Undirected,894,3,all
Cersei-Lannister,Janos-Slynt,Undirected,895,13,all
Cersei-Lannister,Jocelyn-Swyft,Undirected,896,13,all
Cersei-Lannister,Joffrey-Baratheon,Undirected,897,173,all
Cersei-Lannister,Jon-Arryn,Undirected,898,7,all
Cersei-Lannister,Jon-Snow,Undirected,899,7,all
Cersei-Lannister,Jory-Cassel,Undirected,900,5,all
Cersei-Lannister,Kevan-Lannister,Undirected,901,24,all
Cersei-Lannister,Lancel-Lannister,Undirected,902,38,all
Cersei-Lannister,Loras-Tyrell,Undirected,903,24,all
Cersei-Lannister,Lysa-Arryn,Undirected,904,9,all
Cersei-Lannister,Mace-Tyrell,Undirected,905,26,all
Cersei-Lannister,Maegor-I-Targaryen,Undirected,906,3,all
Cersei-Lannister,Maggy,Undirected,907,5,all
Cersei-Lannister,Mandon-Moore,Undirected,908,4,all
Cersei-Lannister,Margaery-Tyrell,Undirected,909,79,all
Cersei-Lannister,Mark-Mullendore,Undirected,910,3,all
Cersei-Lannister,Melara-Hetherspoon,Undirected,911,5,all
Cersei-Lannister,Meryn-Trant,Undirected,912,46,all
Cersei-Lannister,Moelle,Undirected,913,4,all
Cersei-Lannister,Moon-Boy,Undirected,914,5,all
Cersei-Lannister,Mordane,Undirected,915,3,all
Cersei-Lannister,Myrcella-Baratheon,Undirected,916,19,all
Cersei-Lannister,Oberyn-Martell,Undirected,917,9,all
Cersei-Lannister,Olenna-Redwyne,Undirected,918,11,all
Cersei-Lannister,Orton-Merryweather,Undirected,919,9,all
Cersei-Lannister,Osfryd-Kettleblack,Undirected,920,15,all
Cersei-Lannister,Osmund-Kettleblack,Undirected,921,37,all
Cersei-Lannister,Osney-Kettleblack,Undirected,922,30,all
Cersei-Lannister,Petyr-Baelish,Undirected,923,27,all
Cersei-Lannister,Polliver,Undirected,924,9,all
Cersei-Lannister,Preston-Greenfield,Undirected,925,3,all
Cersei-Lannister,Pycelle,Undirected,926,34,all
Cersei-Lannister,Qyburn,Undirected,927,30,all
Cersei-Lannister,Rafford,Undirected,928,16,all
Cersei-Lannister,Raynard,Undirected,929,3,all
Cersei-Lannister,Renly-Baratheon,Undirected,930,12,all
Cersei-Lannister,Rhaegar-Targaryen,Undirected,931,8,all
Cersei-Lannister,Robb-Stark,Undirected,932,15,all
Cersei-Lannister,Robert-Baratheon,Undirected,933,134,all
Cersei-Lannister,Robert-Strong,Undirected,934,4,all
Cersei-Lannister,Sandor-Clegane,Undirected,935,19,all
Cersei-Lannister,Sansa-Stark,Undirected,936,95,all
Cersei-Lannister,Scolera,Undirected,937,5,all
Cersei-Lannister,Senelle,Undirected,938,9,all
Cersei-Lannister,Shae,Undirected,939,9,all
Cersei-Lannister,Stannis-Baratheon,Undirected,940,42,all
Cersei-Lannister,Taena-of-Myr,Undirected,941,46,all
Cersei-Lannister,Tallad,Undirected,942,4,all
Cersei-Lannister,Tanda-Stokeworth,Undirected,943,3,all
Cersei-Lannister,Tickler,Undirected,944,11,all
